26	0	12513	1
26	0	52742	1
26	0	10280	1
26	0	5897	1
26	0	61802	1
26	0	44979	0
26	0	86166	1
26	0	45691	0
26	0	7453	0
138	0	44771	0
138	0	12518	0
138	0	49448	0
138	0	35465	0
138	0	75825	0
138	0	37169	0
138	0	5394	0
138	0	43317	0
138	0	6678	1
138	0	7384	0
58	0	9921	0
58	0	3590	0
58	0	15176	0
58	0	8783	0
58	0	6994	0
58	0	26274	1
58	0	40757	0
58	0	2358	0
58	0	48375	0
58	0	53754	0
58	0	5500	2
58	0	87871	0
13	0	15681	0
13	0	33732	0
13	0	9103	0
13	0	8980	0
13	0	24086	0
13	0	4579	0
13	0	10280	0
13	0	12078	0
13	0	24175	0
13	0	4594	0
13	0	68793	0
160	0	41793	1
160	0	53829	1
160	0	54136	0
160	0	3531	1
160	0	41757	1
160	0	53950	0
136	0	54467	0
136	0	37260	0
136	0	11985	0
136	0	54359	0
136	0	33502	0
136	0	12003	1
136	0	54440	0
136	0	12337	0
136	0	12211	0
136	0	2868	0
136	0	38838	0
190	0	3712	0
190	0	8545	0
190	0	74632	0
190	0	7308	0
190	0	7185	0
190	0	75570	0
190	0	8343	0
190	0	32059	0
237	0	41154	1
237	0	41156	1
237	0	6279	0
237	0	910	1
237	0	55729	1
237	0	11797	0
237	0	41149	1
212	0	3013	2
212	0	7703	1
212	0	38265	2
212	0	6666	0
212	0	11418	0
7	0	54468	2
7	0	74790	1
7	0	54344	2
7	0	9101	1
7	0	7280	1
7	0	63249	1
7	0	54292	2
7	0	8854	1
7	0	38397	1
77	0	55425	1
77	0	7749	1
77	0	77480	0
77	0	49329	1
77	0	12248	0
77	0	32863	1
176	0	770	0
176	0	14084	0
176	0	73807	0
176	0	9105	0
176	0	10453	0
176	0	3478	0
176	0	69177	0
176	0	19358	0
107	0	5955	0
107	0	9733	0
107	0	7014	0
107	0	5962	0
107	0	44842	0
107	0	52780	0
107	0	32878	0
107	0	86449	0
107	0	6450	0
107	0	6134	0
107	0	32891	0
114	0	67810	1
114	0	4969	1
114	0	49738	2
114	0	34862	2
114	0	2353	1
114	0	4980	1
114	0	52632	1
114	0	7644	0
114	0	38431	0
20	0	42563	1
20	0	69541	0
20	0	53193	0
20	0	69867	0
20	0	42445	1
20	0	86159	0
20	0	42578	0
20	0	3544	0
20	0	42460	0
201	0	1889	2
201	0	9383	1
201	0	8300	0
201	0	54256	0
201	0	6196	1
201	0	5750	1
201	0	69210	2
201	0	53821	0
230	0	8512	0
230	0	67941	1
230	0	71691	0
230	0	5103	0
230	0	14417	0
230	0	21557	0
170	0	42885	0
170	0	11785	0
170	0	2378	0
170	0	4430	0
170	0	53788	2
170	0	66017	0
170	0	30570	0
170	0	3121	1
170	0	65524	0
170	0	11772	0
155	0	5569	1
155	0	5577	0
155	0	5388	1
155	0	5582	1
155	0	5394	1
155	0	5591	0
155	0	7065	0
155	0	88122	0
98	0	50528	0
98	0	63329	0
98	0	87556	1
98	0	66439	1
98	0	9423	0
98	0	4594	0
98	0	31960	0
98	0	43099	0
182	0	12259	2
182	0	5414	0
182	0	27592	1
182	0	8937	0
182	0	6956	0
182	0	6351	0
182	0	51025	0
182	0	71348	0
182	0	2488	0
182	0	4799	0
217	0	69317	1
217	0	9095	1
217	0	9100	0
217	0	9395	0
217	0	9398	0
217	0	9214	0
74	0	75360	0
74	0	76228	1
74	0	3079	0
74	0	11113	0
74	0	8878	0
74	0	5262	0
74	0	14383	1
74	0	76852	1
74	0	7798	0
74	0	7675	1
250	0	30848	0
250	0	9506	1
250	0	51173	0
250	0	3655	0
250	0	8842	0
250	0	48076	0
250	0	44023	0
250	0	11960	0
250	0	75802	0
250	0	3583	1
247	0	64292	1
247	0	40746	0
247	0	32235	0
247	0	28692	0
247	0	54548	0
247	0	29207	0
247	0	54489	0
247	0	54076	0
236	0	36576	2
236	0	36643	2
236	0	51077	0
236	0	37099	2
236	0	37038	2
236	0	31766	0
236	0	48414	0
153	0	53986	0
153	0	11272	0
153	0	10445	0
153	0	54126	0
153	0	87283	0
153	0	66773	1
153	0	65750	0
153	0	66330	0
171	0	16160	1
171	0	14163	0
171	0	14916	0
171	0	14921	0
171	0	14924	1
173	0	32389	1
173	0	9101	1
173	0	36432	2
173	0	51926	2
173	0	32216	0
173	0	9177	1
173	0	2593	1
173	0	71338	0
173	0	74220	2
173	0	1905	2
173	0	1907	0
173	0	36408	2
173	0	3771	2
173	0	12350	2
227	0	53858	1
227	0	53766	1
227	0	53862	1
227	0	34887	0
227	0	43272	0
227	0	3056	0
227	0	6493	1
193	0	66084	2
193	0	75084	2
193	0	65870	2
193	0	32243	2
193	0	65879	2
193	0	31960	2
193	0	8730	2
165	0	12513	0
165	0	8039	0
165	0	31118	1
165	0	33330	0
165	0	14163	0
165	0	54357	0
165	0	13400	0
165	0	33147	0
165	0	54524	0
215	0	65189	0
215	0	11848	2
215	0	63180	0
215	0	3057	2
215	0	4913	1
215	0	41778	2
215	0	4914	2
215	0	5013	1
215	0	4470	0
137	0	48963	1
137	0	88074	0
137	0	55437	0
137	0	11350	0
137	0	48413	0
137	0	75875	0
137	0	11620	0
137	0	4075	0
137	0	8621	0
137	0	75893	0
137	0	3892	0
137	0	8505	0
137	0	75964	0
149	0	68160	0
149	0	10256	1
149	0	10259	1
149	0	4758	0
149	0	24411	1
149	0	12513	0
149	0	53736	0
149	0	63275	0
149	0	37234	1
149	0	71349	0
149	0	37176	1
149	0	10298	0
49	0	10017	1
49	0	24904	0
49	0	32875	0
49	0	75562	1
49	0	8140	0
49	0	75820	1
49	0	47154	0
49	0	55187	0
49	0	11673	0
49	0	11837	1
150	0	12513	0
150	0	2946	0
150	0	7530	0
150	0	76045	0
150	0	2323	0
150	0	50166	0
150	0	7450	1
141	0	12160	1
141	0	12513	0
141	0	74819	0
141	0	43046	0
141	0	44106	0
141	0	42734	0
90	0	16070	0
90	0	8398	1
90	0	6543	1
90	0	50973	1
90	0	8223	1
90	0	11746	0
90	0	6311	1
90	0	6699	1
90	0	62255	0
90	0	8497	1
90	0	8822	1
242	0	11620	0
242	0	10598	0
242	0	66730	0
242	0	8141	0
242	0	11186	0
242	0	53942	0
242	0	8954	0
242	0	66586	0
242	0	31870	0
222	0	5891	0
222	0	4751	1
222	0	66193	0
222	0	4754	1
222	0	42707	0
222	0	35675	1
222	0	50524	1
222	0	34845	1
222	0	37343	1
222	0	65198	0
222	0	37040	0
222	0	3380	1
222	0	761	0
222	0	44028	0
222	0	37247	0
210	0	5029	0
210	0	38375	1
210	0	32297	1
210	0	36239	0
210	0	32277	0
210	0	32408	0
34	0	12132	0
34	0	11592	0
34	0	12237	1
34	0	48367	0
34	0	42897	0
34	0	48500	0
34	0	17144	0
34	0	12090	0
34	0	12285	0
89	0	31139	1
89	0	9961	0
89	0	29323	0
89	0	55693	0
89	0	34737	0
89	0	71954	0
89	0	8436	0
89	0	55705	0
89	0	31290	1
89	0	7486	0
154	0	9733	0
154	0	4684	0
154	0	3537	0
154	0	4627	0
154	0	10585	0
154	0	6043	0
154	0	10600	0
154	0	37613	0
154	0	10545	0
154	0	4723	0
245	0	11200	1
245	0	1671	0
245	0	87337	1
245	0	9004	1
245	0	68432	2
245	0	11636	2
245	0	11894	2
245	0	87323	2
245	0	5595	0
245	0	5597	0
245	0	11423	0
221	0	51136	0
221	0	34760	1
221	0	9165	0
221	0	8110	0
221	0	72626	1
221	0	87317	0
221	0	32603	0
221	0	32572	0
224	0	3712	0
224	0	8548	0
224	0	4646	0
224	0	15144	0
224	0	13997	0
224	0	4660	0
224	0	10807	0
224	0	14013	2
186	0	12513	0
186	0	87109	0
186	0	3721	1
186	0	40620	1
186	0	79212	1
186	0	75825	1
186	0	12273	1
186	0	64724	0
186	0	9845	1
186	0	6678	1
186	0	74586	1
97	0	8256	2
97	0	6925	2
97	0	7635	0
97	0	12117	1
97	0	76502	0
97	0	8859	0
97	0	2332	0
97	0	6693	2
97	0	46694	0
97	0	6823	1
97	0	7467	0
97	0	47985	0
97	0	6514	2
97	0	11768	0
1148	0	70723	2
1148	0	11080	0
1148	0	3660	2
1148	0	15381	1
1148	0	12513	0
1148	0	4773	2
1148	0	55273	2
1148	0	55467	1
1148	0	7789	1
1148	0	47987	0
1148	0	7798	1
1148	0	75894	1
1148	0	4734	2
1122	0	63842	1
1122	0	10500	2
1122	0	4742	0
1122	0	64907	0
1122	0	53741	0
1122	0	11407	2
1122	0	9431	1
1122	0	10589	1
1114	0	4613	0
1114	0	43079	1
1114	0	3177	1
1114	0	4555	0
1114	0	3087	2
1114	0	24853	0
1114	0	11223	0
1114	0	29369	0
1114	0	76127	0
1146	0	50885	0
1146	0	7304	0
1146	0	74635	0
1146	0	6382	2
1146	0	9968	0
1146	0	6390	1
1146	0	11225	0
1146	0	6460	0
1127	0	36290	0
1127	0	77540	1
1127	0	34662	0
1127	0	7304	1
1127	0	74827	0
1127	0	10507	1
1127	0	4594	0
1127	0	10357	1
1127	0	77531	1
1127	0	77370	0
1127	0	12092	0
1136	0	12288	2
1136	0	13283	0
1136	0	14277	0
1136	0	12269	1
1136	0	7536	0
1136	0	7569	0
1136	0	48499	1
1136	0	4601	1
1007	0	87649	0
1007	0	67939	1
1007	0	71338	0
1007	0	71343	1
1007	0	1905	1
1007	0	37690	0
1007	0	47963	0
1164	0	12128	2
1164	0	4000	2
1164	0	24645	2
1164	0	2406	2
1164	0	45193	2
1164	0	23787	2
1164	0	2255	2
1164	0	23986	2
1164	0	2232	2
1169	0	14344	2
1169	0	12504	0
1169	0	12505	0
1169	0	2651	0
1169	0	45735	0
1169	0	8234	0
1169	0	53741	0
1169	0	47	0
1169	0	8435	0
1169	0	62582	0
1169	0	13368	2
1169	0	26234	0
1049	0	88386	0
1049	0	15174	0
1049	0	41095	2
1049	0	10600	0
1049	0	88650	0
1049	0	77389	0
1049	0	88531	0
1049	0	11833	2
1049	0	88092	0
1098	0	16067	0
1098	0	16070	0
1098	0	49103	0
1098	0	65566	0
1098	0	4065	0
1098	0	64292	0
1098	0	75047	0
1098	0	71398	0
1098	0	16043	0
1098	0	10674	0
1098	0	16051	0
1098	0	63223	0
1098	0	79288	0
1098	0	16063	0
1026	0	7234	0
1026	0	11940	0
1026	0	75368	0
1026	0	14603	2
1026	0	13357	2
1026	0	559	0
1026	0	8591	0
1026	0	77461	0
1026	0	77588	0
1026	0	21687	0
1026	0	16060	0
1026	0	4191	0
1111	0	8516	2
1111	0	46662	0
1111	0	4555	0
1111	0	6806	2
1111	0	3800	2
1111	0	76127	0
1111	0	11427	2
1111	0	8550	2
1111	0	33768	2
1111	0	75433	1
1111	0	65576	1
1111	0	6903	2
1111	0	6907	1
1111	0	3517	1
1211	0	8163	0
1211	0	11718	2
1211	0	29840	1
1211	0	56179	0
1211	0	29592	2
1211	0	6457	2
1211	0	6270	1
1119	0	13633	0
1119	0	8836	2
1119	0	6984	2
1119	0	11214	1
1119	0	11409	1
1119	0	47954	1
1119	0	15641	1
1119	0	11496	1
1119	0	8235	1
1119	0	15730	1
1119	0	7349	0
1119	0	76347	1
1119	0	10237	1
1113	0	74852	0
1113	0	12075	2
1113	0	86287	0
1113	0	49137	0
1113	0	23894	0
1113	0	8536	0
1113	0	75034	0
1225	0	42209	1
1225	0	28931	0
1225	0	28740	0
1225	0	42020	1
1225	0	42024	1
1225	0	28974	0
1225	0	30897	2
1225	0	42385	1
1225	0	4914	1
1225	0	41941	1
1225	0	43391	0
1184	0	6561	0
1184	0	15012	2
1184	0	15013	1
1184	0	8301	0
1184	0	14580	0
1184	0	7548	0
1184	0	15007	2
1077	0	53986	2
1077	0	54468	2
1077	0	54344	2
1077	0	54123	2
1077	0	53741	0
1077	0	53743	2
1077	0	53939	1
1077	0	53941	2
1102	0	15186	1
1102	0	15187	1
1102	0	15174	0
1102	0	15191	0
1102	0	15192	0
1102	0	8172	0
1034	0	13568	1
1034	0	16067	0
1034	0	6855	0
1034	0	15050	0
1034	0	15059	0
1034	0	43031	0
1034	0	14822	0
1034	0	31401	0
1034	0	13997	0
1034	0	6191	0
1034	0	50	0
1034	0	74293	0
1034	0	62399	0
1141	0	46530	0
1141	0	16067	0
1141	0	12743	2
