1	Q0	71080	0	13.499741	BM25[d]
1	Q0	14417	1	11.011161	BM25[d]
1	Q0	13284	2	11.011161	BM25[d]
1	Q0	69320	3	10.626275	BM25[d]
1	Q0	9073	4	10.626275	BM25[d]
1	Q0	15381	5	10.392859	BM25[d]
1	Q0	13356	6	10.392859	BM25[d]
1	Q0	70382	7	9.145609	BM25[d]
1	Q0	47166	8	8.721083	BM25[d]
1	Q0	53737	9	8.548592	BM25[d]
2	Q0	15144	0	6.173040	BM25[d]
2	Q0	49347	1	4.717358	BM25[d]
2	Q0	2445	2	4.714403	BM25[d]
2	Q0	50686	3	4.684969	BM25[d]
2	Q0	50677	4	4.684969	BM25[d]
2	Q0	2614	5	4.677976	BM25[d]
2	Q0	2330	6	4.677976	BM25[d]
2	Q0	2517	7	4.672876	BM25[d]
2	Q0	50690	8	4.667523	BM25[d]
2	Q0	2293	9	4.653660	BM25[d]
3	Q0	53766	0	12.185452	BM25[d]
3	Q0	10901	1	10.125191	BM25[d]
3	Q0	15144	2	8.711811	BM25[d]
3	Q0	74417	3	8.667492	BM25[d]
3	Q0	7511	4	8.381215	BM25[d]
3	Q0	1652	5	8.344877	BM25[d]
3	Q0	68590	6	8.229742	BM25[d]
3	Q0	88563	7	8.228601	BM25[d]
3	Q0	89044	8	8.198145	BM25[d]
3	Q0	55432	9	8.107389	BM25[d]
4	Q0	14252	0	26.139437	BM25[d]
4	Q0	13378	1	26.139437	BM25[d]
4	Q0	14079	2	23.590590	BM25[d]
4	Q0	14530	3	19.369402	BM25[d]
4	Q0	15144	4	18.594425	BM25[d]
4	Q0	15641	5	18.174093	BM25[d]
4	Q0	14084	6	17.804104	BM25[d]
4	Q0	53766	7	17.610531	BM25[d]
4	Q0	1889	8	13.638418	BM25[d]
4	Q0	14049	9	13.526910	BM25[d]
5	Q0	14979	0	18.879433	BM25[d]
5	Q0	9422	1	18.836670	BM25[d]
5	Q0	9449	2	11.966879	BM25[d]
5	Q0	63551	3	11.700117	BM25[d]
5	Q0	32576	4	11.642399	BM25[d]
5	Q0	14197	5	11.146290	BM25[d]
5	Q0	32578	6	10.988010	BM25[d]
5	Q0	14079	7	10.784643	BM25[d]
5	Q0	14530	8	10.705091	BM25[d]
5	Q0	14977	9	10.575758	BM25[d]
6	Q0	15381	0	21.249620	BM25[d]
6	Q0	13356	1	21.249620	BM25[d]
6	Q0	31774	2	13.169016	BM25[d]
6	Q0	15144	3	12.480927	BM25[d]
6	Q0	11214	4	11.785172	BM25[d]
6	Q0	53821	5	11.323799	BM25[d]
6	Q0	76256	6	10.776482	BM25[d]
6	Q0	9659	7	8.620928	BM25[d]
6	Q0	71080	8	8.346630	BM25[d]
6	Q0	4158	9	8.262856	BM25[d]
7	Q0	14924	0	9.295736	BM25[d]
7	Q0	13579	1	9.295736	BM25[d]
7	Q0	2584	2	9.215366	BM25[d]
7	Q0	3731	3	8.891333	BM25[d]
7	Q0	6400	4	8.479918	BM25[d]
7	Q0	49146	5	8.302450	BM25[d]
7	Q0	11855	6	8.192852	BM25[d]
7	Q0	11846	7	8.192852	BM25[d]
7	Q0	30449	8	8.062494	BM25[d]
7	Q0	77581	9	7.786014	BM25[d]
8	Q0	15381	0	19.734802	BM25[d]
8	Q0	13356	1	19.734802	BM25[d]
8	Q0	14417	2	18.037813	BM25[d]
8	Q0	13284	3	18.037813	BM25[d]
8	Q0	15144	4	16.872587	BM25[d]
8	Q0	15660	5	13.978871	BM25[d]
8	Q0	10658	6	13.643101	BM25[d]
8	Q0	49221	7	12.202478	BM25[d]
8	Q0	15095	8	11.813940	BM25[d]
8	Q0	14079	9	11.780507	BM25[d]
9	Q0	15381	0	18.446430	BM25[d]
9	Q0	13356	1	18.446430	BM25[d]
9	Q0	14750	2	12.637721	BM25[d]
9	Q0	14751	3	12.637721	BM25[d]
9	Q0	37901	4	12.048880	BM25[d]
9	Q0	15243	5	11.464568	BM25[d]
9	Q0	15011	6	10.981058	BM25[d]
9	Q0	5988	7	10.816664	BM25[d]
9	Q0	75346	8	10.588004	BM25[d]
9	Q0	6795	9	10.588004	BM25[d]
10	Q0	21687	0	15.119073	BM25[d]
10	Q0	14252	1	14.677856	BM25[d]
10	Q0	13378	2	14.677856	BM25[d]
10	Q0	11195	3	12.192838	BM25[d]
10	Q0	14520	4	12.138901	BM25[d]
10	Q0	13600	5	12.138901	BM25[d]
10	Q0	5364	6	11.742130	BM25[d]
10	Q0	14079	7	10.945085	BM25[d]
10	Q0	43276	8	10.857338	BM25[d]
10	Q0	44245	9	10.852833	BM25[d]
11	Q0	14252	0	21.988787	BM25[d]
11	Q0	13378	1	21.988787	BM25[d]
11	Q0	15748	2	18.765923	BM25[d]
11	Q0	15381	3	18.643877	BM25[d]
11	Q0	13356	4	18.643877	BM25[d]
11	Q0	15144	5	14.953107	BM25[d]
11	Q0	74329	6	13.497654	BM25[d]
11	Q0	14079	7	13.284750	BM25[d]
11	Q0	8343	8	11.914602	BM25[d]
11	Q0	74632	9	11.914602	BM25[d]
12	Q0	14252	0	15.495070	BM25[d]
12	Q0	13378	1	15.495070	BM25[d]
12	Q0	71080	2	14.016577	BM25[d]
12	Q0	15044	3	11.178047	BM25[d]
12	Q0	1174	4	9.673417	BM25[d]
12	Q0	14979	5	8.938303	BM25[d]
12	Q0	43512	6	8.134151	BM25[d]
12	Q0	14520	7	8.009236	BM25[d]
12	Q0	13600	8	8.009236	BM25[d]
12	Q0	71076	9	5.677748	BM25[d]
13	Q0	21014	0	21.456776	BM25[d]
13	Q0	14252	1	19.988291	BM25[d]
13	Q0	13378	2	19.988291	BM25[d]
13	Q0	15681	3	19.851625	BM25[d]
13	Q0	47166	4	19.425249	BM25[d]
13	Q0	2	5	18.727890	BM25[d]
13	Q0	6	6	18.727890	BM25[d]
13	Q0	20983	7	17.839813	BM25[d]
13	Q0	15144	8	17.679873	BM25[d]
13	Q0	21000	9	16.250019	BM25[d]
14	Q0	15381	0	34.913597	BM25[d]
14	Q0	13356	1	34.913597	BM25[d]
14	Q0	14197	2	29.821144	BM25[d]
14	Q0	15144	3	24.982878	BM25[d]
14	Q0	14252	4	24.240587	BM25[d]
14	Q0	13378	5	24.240587	BM25[d]
14	Q0	31774	6	22.774826	BM25[d]
14	Q0	14530	7	20.673351	BM25[d]
14	Q0	15641	8	19.540270	BM25[d]
14	Q0	14084	9	19.515211	BM25[d]
15	Q0	9903	0	24.986759	BM25[d]
15	Q0	14197	1	14.905696	BM25[d]
15	Q0	3892	2	13.263008	BM25[d]
15	Q0	11484	3	13.071999	BM25[d]
15	Q0	74539	4	12.878606	BM25[d]
15	Q0	75409	5	12.051945	BM25[d]
15	Q0	10195	6	12.049194	BM25[d]
15	Q0	4075	7	12.013092	BM25[d]
15	Q0	74398	8	11.524810	BM25[d]
15	Q0	14252	9	11.492258	BM25[d]
16	Q0	14252	0	22.828629	BM25[d]
16	Q0	13378	1	22.828629	BM25[d]
16	Q0	20983	2	22.668297	BM25[d]
16	Q0	2	3	22.526688	BM25[d]
16	Q0	6	4	22.526688	BM25[d]
16	Q0	15144	5	19.997700	BM25[d]
16	Q0	15641	6	18.194244	BM25[d]
16	Q0	15381	7	17.299837	BM25[d]
16	Q0	13356	8	17.299837	BM25[d]
16	Q0	32578	9	16.952766	BM25[d]
17	Q0	15641	0	17.266918	BM25[d]
17	Q0	2	1	16.233498	BM25[d]
17	Q0	6	2	16.233498	BM25[d]
17	Q0	15681	3	16.095991	BM25[d]
17	Q0	15729	4	15.830997	BM25[d]
17	Q0	15144	5	15.245475	BM25[d]
17	Q0	14979	6	14.447631	BM25[d]
17	Q0	65393	7	14.311659	BM25[d]
17	Q0	65383	8	14.048801	BM25[d]
17	Q0	14252	9	13.341222	BM25[d]
18	Q0	14252	0	20.938398	BM25[d]
18	Q0	13378	1	20.938398	BM25[d]
18	Q0	15681	2	18.219326	BM25[d]
18	Q0	15381	3	18.051147	BM25[d]
18	Q0	13356	4	18.051147	BM25[d]
18	Q0	15144	5	16.533031	BM25[d]
18	Q0	26373	6	16.180462	BM25[d]
18	Q0	14079	7	13.178070	BM25[d]
18	Q0	7612	8	12.654207	BM25[d]
18	Q0	14750	9	10.900623	BM25[d]
19	Q0	14417	0	13.705222	BM25[d]
19	Q0	13284	1	13.705222	BM25[d]
19	Q0	21010	2	10.017318	BM25[d]
19	Q0	15641	3	9.845510	BM25[d]
19	Q0	20975	4	9.429564	BM25[d]
19	Q0	18724	5	9.177504	BM25[d]
19	Q0	18248	6	9.171682	BM25[d]
19	Q0	20976	7	9.104982	BM25[d]
