1	Q0	71080	0	13.699739	BM25[d]
1	Q0	14417	1	11.220605	BM25[d]
1	Q0	13284	2	11.220605	BM25[d]
1	Q0	9073	3	10.651923	BM25[d]
1	Q0	69320	4	10.651923	BM25[d]
1	Q0	70382	5	9.145636	BM25[d]
1	Q0	47166	6	8.908053	BM25[d]
1	Q0	53737	7	8.548925	BM25[d]
1	Q0	13579	8	8.473653	BM25[d]
1	Q0	14924	9	8.473653	BM25[d]
2	Q0	15144	0	6.254797	BM25[d]
2	Q0	49347	1	4.717386	BM25[d]
2	Q0	2445	2	4.714432	BM25[d]
2	Q0	50686	3	4.685009	BM25[d]
2	Q0	50677	4	4.685009	BM25[d]
2	Q0	2614	5	4.678030	BM25[d]
2	Q0	2330	6	4.678030	BM25[d]
2	Q0	2517	7	4.672934	BM25[d]
2	Q0	50690	8	4.667576	BM25[d]
2	Q0	2293	9	4.653730	BM25[d]
3	Q0	53766	0	12.194880	BM25[d]
3	Q0	15144	1	8.861005	BM25[d]
3	Q0	74417	2	8.773886	BM25[d]
3	Q0	7511	3	8.488845	BM25[d]
3	Q0	1652	4	8.452142	BM25[d]
3	Q0	88563	5	8.340740	BM25[d]
3	Q0	68590	6	8.334427	BM25[d]
3	Q0	89044	7	8.309568	BM25[d]
3	Q0	55432	8	8.107526	BM25[d]
3	Q0	8872	9	8.107526	BM25[d]
4	Q0	14079	0	24.227753	BM25[d]
4	Q0	14530	1	23.179193	BM25[d]
4	Q0	14084	2	20.626650	BM25[d]
4	Q0	15144	3	19.067566	BM25[d]
4	Q0	53766	4	17.619116	BM25[d]
4	Q0	14252	5	15.481213	BM25[d]
4	Q0	13378	6	15.481213	BM25[d]
4	Q0	1889	7	13.995520	BM25[d]
4	Q0	14471	8	11.262107	BM25[d]
4	Q0	13541	9	11.262107	BM25[d]
5	Q0	14979	0	19.464355	BM25[d]
5	Q0	9422	1	18.744429	BM25[d]
5	Q0	9449	2	11.873967	BM25[d]
5	Q0	32576	3	11.642744	BM25[d]
5	Q0	63551	4	11.632857	BM25[d]
5	Q0	14079	5	11.217264	BM25[d]
5	Q0	14977	6	11.045929	BM25[d]
5	Q0	32578	7	10.987995	BM25[d]
5	Q0	32590	8	10.339156	BM25[d]
5	Q0	63952	9	10.254066	BM25[d]
6	Q0	15333	0	15.448110	BM25[d]
6	Q0	13291	1	15.448110	BM25[d]
6	Q0	31774	2	13.316396	BM25[d]
6	Q0	15144	3	12.891092	BM25[d]
6	Q0	11214	4	11.937058	BM25[d]
6	Q0	76256	5	10.931241	BM25[d]
6	Q0	53821	6	10.538122	BM25[d]
6	Q0	9659	7	8.768826	BM25[d]
6	Q0	71080	8	8.497744	BM25[d]
6	Q0	4158	9	8.417651	BM25[d]
7	Q0	2584	0	9.571258	BM25[d]
7	Q0	3731	1	9.248655	BM25[d]
7	Q0	6400	2	8.847004	BM25[d]
7	Q0	49146	3	8.652649	BM25[d]
7	Q0	11846	4	8.558317	BM25[d]
7	Q0	11855	5	8.558317	BM25[d]
7	Q0	30449	6	8.344060	BM25[d]
7	Q0	77581	7	8.143247	BM25[d]
7	Q0	67968	8	8.082656	BM25[d]
7	Q0	88820	9	8.051745	BM25[d]
8	Q0	14417	0	18.342384	BM25[d]
8	Q0	13284	1	18.342384	BM25[d]
8	Q0	15144	2	17.194172	BM25[d]
8	Q0	14503	3	15.118600	BM25[d]
8	Q0	13633	4	15.118600	BM25[d]
8	Q0	15660	5	14.028340	BM25[d]
8	Q0	10658	6	13.645506	BM25[d]
8	Q0	49221	7	12.358185	BM25[d]
8	Q0	15095	8	12.118396	BM25[d]
8	Q0	14079	9	12.099477	BM25[d]
9	Q0	15243	0	13.377351	BM25[d]
9	Q0	14750	1	12.133608	BM25[d]
9	Q0	14751	2	12.133608	BM25[d]
9	Q0	5988	3	10.818002	BM25[d]
9	Q0	75346	4	10.589880	BM25[d]
9	Q0	6795	5	10.589880	BM25[d]
9	Q0	1889	6	10.510992	BM25[d]
9	Q0	14417	7	10.309290	BM25[d]
