1	Q0	5282	0	3.970059	TFIDF[d]
1	Q0	1756	1	3.970059	TFIDF[d]
1	Q0	9670	2	3.970059	TFIDF[d]
1	Q0	34340	3	3.624151	TFIDF[d]
1	Q0	8837	4	3.355312	TFIDF[d]
1	Q0	75401	5	3.355312	TFIDF[d]
1	Q0	70382	6	3.161877	TFIDF[d]
1	Q0	10771	7	3.138607	TFIDF[d]
1	Q0	26291	8	3.138607	TFIDF[d]
1	Q0	28826	9	2.036597	TFIDF[d]
2	Q0	50759	0	1.253904	TFIDF[d]
2	Q0	50714	1	1.085912	TFIDF[d]
2	Q0	50752	2	1.015778	TFIDF[d]
2	Q0	50765	3	1.015778	TFIDF[d]
2	Q0	50707	4	0.985449	TFIDF[d]
2	Q0	50757	5	0.971270	TFIDF[d]
2	Q0	50709	6	0.908540	TFIDF[d]
2	Q0	50715	7	0.886644	TFIDF[d]
2	Q0	50737	8	0.866258	TFIDF[d]
2	Q0	50787	9	0.829379	TFIDF[d]
3	Q0	33734	0	0.859183	TFIDF[d]
3	Q0	47535	1	0.765646	TFIDF[d]
3	Q0	86200	2	0.658247	TFIDF[d]
3	Q0	46851	3	0.619107	TFIDF[d]
3	Q0	86195	4	0.558056	TFIDF[d]
3	Q0	53637	5	0.512107	TFIDF[d]
3	Q0	1196	6	0.382823	TFIDF[d]
3	Q0	32621	7	0.382823	TFIDF[d]
3	Q0	53640	8	0.372037	TFIDF[d]
3	Q0	2829	9	0.372037	TFIDF[d]
4	Q0	3194	0	1.202914	TFIDF[d]
4	Q0	13013	1	1.013530	TFIDF[d]
4	Q0	13541	2	0.931403	TFIDF[d]
4	Q0	14471	3	0.931403	TFIDF[d]
4	Q0	33734	4	0.859183	TFIDF[d]
4	Q0	70169	5	0.843692	TFIDF[d]
4	Q0	81578	6	0.843692	TFIDF[d]
4	Q0	47535	7	0.765646	TFIDF[d]
4	Q0	14364	8	0.764199	TFIDF[d]
4	Q0	13263	9	0.764199	TFIDF[d]
5	Q0	79228	0	2.940076	TFIDF[d]
5	Q0	32557	1	2.872182	TFIDF[d]
5	Q0	6777	2	2.750189	TFIDF[d]
5	Q0	8726	3	2.592903	TFIDF[d]
5	Q0	66121	4	2.592903	TFIDF[d]
